indice,area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
6627,rural,121250,0,0,0,0,0,0,0.333333,0.5,0.833333,0.833333,0.5,0.833333,0.033333,0.033333,0.064935,0,0.1,0.833333,0.833333,0.166667,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.75,1,0.25
6628,rural,121250,1,1,1,1,1,1,1,1,1,1,0,1,0.1,0.1,0.038961,0.042857,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0.75,1,1,1,1,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.5,0.75
6629,rural,121250,0,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0.5,1,0.5
6630,rural,121250,0,0,0,0,0,0,0.833333,1,1,0.333333,0.666667,0.333333,0.033333,0.033333,0.038961,0.014286,0.02,0.666667,1,0.166667,0.666667,0.833333,0.833333,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,0.25,1,0.25,0.5,0.25,0.75,1,0
6631,rural,121250,1,1,0,0,1,1,1,1,0.5,0.5,1,0,0.033333,0.033333,0.051948,0.028571,0.04,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,0.25,0.25,0.75,0.75,0.25,0.25,0.5,0.75
6632,rural,121250,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.033333,0.033333,0.064935,0.071429,0,0,0.833333,1,0,0.833333,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.25,0.75,0.75,0.5,0.5,0.5,0.25,0.5,0.75
6633,rural,121250,1,1,0,0,0,1,0.166667,1,0.333333,0.666667,0.5,0,0.066667,0.066667,0.025974,0,0.04,0.833333,0.833333,1,0.833333,0.833333,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0.75,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.25
6634,rural,121250,0,0,0,0,0,0,0.333333,1,1,0.333333,0.333333,0.333333,0.1,0.1,0.051948,0,0.08,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0.75,1,1,1,1,0.25,1,0.75,0.75,1,0.75,0.75,0.75,0.25
6635,rural,121250,0,1,1,1,1,1,0.166667,1,1,1,0,1,0.033333,0.033333,0.038961,0.014286,0.04,1,0,1,0,0,0,1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,1,0,0,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.25
6636,rural,121250,0,0,0,1,1,1,1,1,1,0,0,0,0.05,0.05,0.064935,0,0.1,0,0,0.166667,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
6637,rural,121250,1,1,1,1,1,1,1,1,1,1,1,1,0.05,0.05,0.051948,0,0.08,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0.25,0,0.25,0.25,0.25,0,0.5,0.25
6638,rural,121250,0,1,1,1,1,1,0.166667,1,1,1,0,1,0.033333,0.033333,0.051948,0,0.08,1,0.333333,1,0.833333,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0.5,0.25
6639,rural,121250,0,0,0,1,0,1,0.166667,0.5,0.5,1,0.5,0,0.033333,0.033333,0.038961,0,0.06,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.75,0.5,0.5,1,0.25,0.5,0.5,0.25
6640,rural,121250,1,0,0,0,0,1,0.666667,0.5,0.5,0.5,0.5,0,0.016667,0.016667,0.12987,0,0.2,0.833333,0,0.333333,0.333333,0.333333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75
6641,rural,121250,0,1,1,1,1,1,0.166667,1,1,1,0,0,0.066667,0.066667,0.064935,0,0.1,1,1,1,0,0,0,0,1,0,0.5,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.75
6642,rural,121250,1,1,1,1,1,1,1,1,1,1,1,1,0.033333,0.033333,0.038961,0,0.06,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.25
6643,rural,121250,0,0,0,0,0,1,0.333333,1,1,0.666667,0.333333,0,0.016667,0.016667,0.051948,0,0.08,0,0.833333,0.166667,0.833333,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,0,0.25,0.25,0.25,0,0.75,0.25,1
6644,rural,121250,1,1,1,1,1,1,1,1,1,1,0.833333,0,0.033333,0.033333,0.025974,0,0.04,1,1,0.833333,0.833333,0.833333,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0.5,1,1,1,1,0,0,0,0,0,0.5,0.5,0.5,0.5
6645,rural,121250,0,0,0,0,0,0,0.166667,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.077922,0,0.12,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.75,0.5,0.25,0.5
6646,rural,121250,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.051948,0,0.08,0,0.833333,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.5,0.25
6647,rural,121350,0,1,1,1,1,1,0.166667,1,1,1,1,1,0.033333,0.033333,0.077922,0,0.12,1,1,0.166667,1,1,0,0,1,1,1,1,0.5,0.5,0.5,0,0,0,0,0,0,1,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0.5,0,0.5,0.25,0.5,1,0,0
6648,rural,121350,0,1,1,1,1,1,0.166667,1,1,1,1,1,0.033333,0.033333,0.051948,0,0.08,1,1,0.166667,1,1,0,0,0,1,0.5,1,1,1,1,0,0,0.5,1,0,0,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0.25,0,0,0,0.25,0.5,0,0.5
6649,rural,121350,0,0,0,0,0,1,0.833333,0.333333,0.333333,0.333333,0.333333,0,0.066667,0.066667,0.116883,0,0.18,0.833333,0.833333,0.833333,0,0,0,1,0,0,0,0.5,0.5,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0.25,1,1,1,1,0.5,0.25,0.5,0,0.5,1,1,0.5,0.25
6650,rural,121350,0,0,0,0,0,0,0.833333,0.333333,0.333333,0.333333,0.666667,0.666667,0,0,0.038961,0,0.06,0.833333,0.833333,0.833333,0.833333,1,0,0,0,0,0.5,0.5,0.5,0.5,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0.25,1,1,1,1,0.25,0,0.25,0.5,0.75,0,0.75,0,0.25
6651,rural,121350,0,0,0,0,0,0,0.833333,1,0.333333,0.833333,0.333333,0.833333,0.066667,0.066667,0.038961,0,0.06,0.833333,1,0.833333,0.833333,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0.25,1,1,1,1,0,0.25,0,0.5,0.25,1,0.75,0,1
6652,rural,121350,0,0,0,0,0,0,0.333333,0.333333,1,1,0.333333,1,0,0,0.103896,0,0.16,0,0,0,0,0.333333,0,0,0,0,0,0.5,0.5,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0.5,0.25,0,0.25,0.5,1,0.5,1
6653,rural,121350,1,1,1,1,1,1,1,1,1,1,1,0,0.05,0.05,0.103896,0,0.16,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6654,rural,121350,1,1,1,1,1,1,1,1,1,1,1,0,0.1,0.1,0.051948,0,0.08,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.25,0,0,0.25,0.25,0.5,1,0,0
6655,rural,121350,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.033333,0.033333,0.038961,0,0.06,1,1,1,1,1,1,1,1,0,0,0.5,0.5,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0,1,1,0
6656,rural,121350,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.05,0.05,0.051948,0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6657,rural,121350,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.025974,0,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0.25,0.25,0.75,0,0,0.25,0,0
6658,rural,121350,0,1,1,1,1,1,0.166667,1,1,1,1,1,0.066667,0.066667,0.103896,0,0.16,1,1,0.166667,1,1,0,0,1,0.5,0.5,0.5,1,0.5,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0.5,1,1,1,1,0.25,0.5,0.5,0.5,0.5,0.5,1,0,0
6659,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.103896,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.5,1,1,1,1,0,0,0,0,0,0,0.5,0,0
6660,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0
6661,urbana,130150,1,0,0,0,1,1,0.833333,0.5,0.5,0.5,0.833333,0.833333,0.133333,0.133333,0.077922,0.014286,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0.75,1,1,1,1,0,0,0,0,0,0,1,0,0
6662,urbana,130150,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0.666667,0.833333,0.1,0.1,0.103896,0.1,0.02,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0.5,0,0
6663,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.012987,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,1,1,1,1,1,0,0,0.5,1,0,1,1,1,1,1,1,0,1,0.5,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5
6664,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.038961,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0
6665,urbana,130150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0.028571,0.02,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0,0,0,0,0,1,0.5,0.5,0
6666,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0.014286,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,1,0,0
6667,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0.25,1,1,1,1,0,0,0,0,0,1,0.5,0,0
6668,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0
6669,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.012987,0.014286,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0,1,1,0,0,1,1,1,1,1,0,1,0.5,1,1,1,1,0,0,0,0,0,0,0.5,0,0
6670,urbana,130150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0.25,0
6671,urbana,130150,1,1,1,1,1,1,0.833333,0,0,0,0,0,0.133333,0.133333,0.103896,0,0.16,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5
6672,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0.833333,0.133333,0.133333,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6673,urbana,130150,1,1,1,1,1,1,0.833333,0,0,0,0,0,0.066667,0.066667,0.077922,0,0.12,0,0,0.833333,0,0.833333,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5
6674,urbana,130150,1,1,0,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.066667,0.066667,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0.25,0.75
6675,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.066667,0.066667,0.090909,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6676,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0.25,1,1,1,1,0,0,0,0,0,0,0,0.25,0.75
6677,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0.833333,0.1,0.1,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6678,urbana,130150,1,1,1,1,1,1,0.833333,0,0,0,0,0,0.066667,0.066667,0.051948,0,0.08,0,0,0.833333,0,0.833333,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5
6679,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.033333,0.033333,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.25,0.25
6680,urbana,130150,1,1,1,1,1,1,0.833333,0,0,0,0,0,0.1,0.1,0.077922,0,0,0,0,0.833333,0,0.833333,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5
6681,urbana,130150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.066667,0.066667,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
6682,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.103896,0,0.16,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0.25,1,1,1,1,0,0,0,1,1,0,1,0,0
6683,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.025974,0.028571,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0.25,0.25,0,1,1,0.25,0.25
6684,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0.025974,0,0.04,0.833333,0.833333,0,0.833333,0,0,0,1,0,0.5,0,0,0,1,0,0,1,0,0,0,0.5,0,1,0,0,0,1,0.25,1,1,1,1,0,0,0,1,1,1,1,0,0
6685,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.012987,0.014286,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,1,0.5,1,1,0.5,0.5,0,0,0.5,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0.25,0.25,0.25,0,1,1,0.25,0
6686,urbana,130150,1,0,1,0,0,1,0.833333,0.5,0.833333,0.5,0.5,0.833333,0.066667,0.066667,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
6687,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0.057143,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0.25,0.25,0.5,0.5,1,0.25,0.25
6688,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.038961,0,0.06,0.833333,0.833333,0.833333,0.833333,0,0,0,1,0,0.5,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0.25,1,1,1,1,0,0,0,1,0,0,1,0,0
6689,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.025974,0,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0.5,0,0.5,0.5,0,0.5,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,1,0,0,0
6690,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.155844,0.171429,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0.25,0.25,0.5,0.5,1,0.25,0.25
6691,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0.25,1,1,1,1,0,0,0,0,0,1,0,0,0
6692,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.066667,0.066667,0.051948,0,0.08,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0,0,0,0.5,1,1,0,0,0,1,0.25,1,1,1,1,0,0,0,1,0,0,1,0,0
6693,urbana,130150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.166667,0.166667,0.25974,0,0.4,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.75,0.25,0.25
6694,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.194805,0.114286,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0,0,0,0,0,0,1,0
6695,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.016667,0.016667,0.142857,0,0.22,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0,0,1,0.75
6696,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.2,0.2,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0.5,1,0,1,1,0,0,0,0,0,0,1,1,0
6697,urbana,130150,1,1,0,0,1,1,0.833333,0.833333,0.5,0.5,0.833333,0.833333,0.1,0.1,0.155844,0,0.24,0.666667,0,0.833333,0.833333,0.833333,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0.5,1,0,1,1,0,0.25,0,0,0,0,0,0,0
6698,urbana,130150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.220779,0.142857,0.06,0.833333,0,0,0.833333,0.5,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0.25,0,0,0,0,0,0,0
6699,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.233333,0.233333,0.285714,0,0.44,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0,1,0,1
6700,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0.25,1,1,0,1,0,0,0,0,0,1,0,0,0
6701,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.194805,0,0.3,0.5,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0.25,1,1,1,1,0,0,0,0,0,0.5,0.5,0.25,0
6702,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.116883,0,0.18,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0.25,1,1,0,1,0,0,0,0,0,0,0,0.25,0.25
6703,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.168831,0,0.26,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.25,1,1,1,1,0.25,0.25,0,0,0,0.5,1,0.25,0.5
6704,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0.5,0.25,0
6705,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0.5,0.5,0.25,0
6706,urbana,130150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0.5,0.5,1,0.5,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0.25,1,1,1,1,0.75,0.5,0.25,0.75,0.5,1,0.75,0,0.75
